genre,budget_million,director_score,cast_popularity,runtime_minutes,release_month,marketing_spend,is_sequel,box_office_hit
Sci-Fi,43.48,5.04,36.41,155,11,4.33,0,0
Thriller,40.14,1.63,62.86,95,7,5.15,1,0
Romance,64.49,6.46,51.07,180,1,8.98,0,1
Action,33.68,5.83,67.52,82,12,9.97,1,1
Sci-Fi,104.09,5.22,41.93,111,9,10.98,0,0
Sci-Fi,57.84,5.71,61.9,123,8,10.83,0,1
Action,42.57,7.1,51.06,93,11,7.22,0,0
Fantasy,38.28,1.15,83.65,163,11,4.27,0,0
Sci-Fi,14.16,7.69,52.62,143,1,11.21,0,0
Thriller,71.89,5.7,26.5,153,9,0.0,0,0
Sci-Fi,26.96,6.68,30.98,85,2,8.52,0,0
Fantasy,46.13,4.08,67.49,93,8,7.95,0,0
Action,126.42,6.47,54.9,177,9,13.23,1,1
Thriller,1.0,9.75,43.34,110,3,2.13,0,0
Thriller,47.02,8.34,31.4,84,2,18.8,1,1
Fantasy,8.95,3.68,45.56,148,4,8.31,1,0
Thriller,33.88,5.78,24.28,178,6,12.27,0,0
Horror,45.73,7.06,55.49,98,12,3.5,0,0
Sci-Fi,10.89,8.37,71.19,167,3,3.13,1,1
Thriller,62.27,5.33,38.83,162,4,10.65,0,0
Action,94.05,8.31,56.54,93,12,1.3,0,1
Fantasy,59.99,4.3,65.07,172,2,5.6,0,0
Action,75.21,5.75,29.6,167,8,13.03,0,0
Thriller,98.73,8.72,48.34,176,5,10.47,0,1
Comedy,68.21,5.41,28.56,177,6,4.47,0,0
Romance,1.0,3.87,86.86,142,7,10.26,1,0
Drama,55.37,6.76,41.15,85,10,14.4,1,1
Thriller,1.0,5.9,49.72,84,2,9.55,1,0
Comedy,28.33,2.76,59.19,138,3,6.75,0,0
Comedy,5.03,7.55,50.38,149,11,10.37,0,0
Fantasy,58.19,6.53,35.33,157,12,10.09,0,0
Action,23.08,3.08,39.45,171,5,15.87,1,0
Action,59.01,7.91,82.71,148,3,12.65,0,1
Comedy,73.44,6.46,71.28,131,2,12.82,0,1
Horror,21.25,8.81,57.39,124,8,10.22,1,1
Comedy,57.54,6.63,2.46,83,3,10.19,0,0
Fantasy,1.0,5.34,23.18,103,1,13.16,0,0
Sci-Fi,5.22,6.1,44.26,172,5,3.46,1,0
Horror,88.03,5.95,47.65,153,7,9.8,0,1
Comedy,23.54,6.54,53.57,164,8,18.31,1,1
Drama,34.25,6.36,17.66,149,10,2.94,0,0
Sci-Fi,25.47,4.12,32.95,83,11,12.03,1,0
Drama,1.0,5.95,42.74,122,7,10.7,0,0
Action,18.98,7.91,48.79,169,2,9.61,0,0
Comedy,49.83,6.6,64.75,136,7,8.4,0,1
Thriller,38.44,3.11,34.16,116,8,4.3,1,0
Comedy,82.2,8.37,59.8,140,11,8.54,1,1
Sci-Fi,31.44,4.97,17.55,117,3,12.15,0,0
Action,49.64,1.72,55.21,106,2,15.18,1,0
Comedy,33.68,8.5,46.97,151,12,16.52,0,1
Romance,78.02,2.8,34.01,147,3,11.23,1,0
Romance,7.01,4.37,81.27,166,5,9.32,0,0
Horror,64.33,4.27,67.04,154,3,6.48,1,0
Horror,62.15,3.54,66.83,83,11,5.5,1,0
Drama,25.36,2.12,48.67,128,11,16.73,1,0
Horror,47.02,5.87,52.03,169,8,16.19,0,1
Romance,61.61,7.35,62.12,95,1,6.34,0,1
Thriller,29.25,9.18,98.97,136,10,13.84,0,1
Horror,28.62,6.96,11.61,159,9,7.39,1,0
Thriller,13.11,5.56,45.42,90,5,16.33,1,0
Thriller,110.67,6.6,49.87,100,5,9.37,0,1
Sci-Fi,35.99,8.62,26.33,174,5,8.4,0,0
Sci-Fi,13.22,4.71,46.26,131,7,9.3,0,0
Sci-Fi,1.0,5.23,39.09,137,5,5.83,0,0
Thriller,25.92,10.0,60.47,178,1,11.9,0,1
Action,58.01,6.15,37.31,159,12,7.2,1,0
Romance,42.34,7.33,51.97,136,11,19.48,0,1
Sci-Fi,60.52,2.2,61.77,120,4,12.57,0,0
Romance,71.46,3.46,71.02,105,10,8.18,1,0
Drama,45.47,9.42,43.7,126,5,19.72,1,1
Comedy,46.17,6.95,49.51,157,7,12.61,0,1
Sci-Fi,96.97,1.05,46.92,158,10,6.53,0,0
Horror,72.1,5.29,24.69,163,10,1.15,1,0
Comedy,61.54,7.2,42.89,140,6,11.37,1,1
Fantasy,39.71,3.35,71.0,89,4,9.89,0,0
Drama,70.26,4.35,50.56,110,5,6.71,1,0
Fantasy,60.57,5.09,31.31,91,12,14.3,1,0
Thriller,59.44,5.97,33.25,118,4,13.31,1,0
Action,71.52,5.22,45.05,128,5,11.19,0,0
Action,59.78,7.44,47.34,152,7,5.93,1,1
Fantasy,4.42,9.27,41.51,88,12,14.61,0,1
Thriller,51.64,6.34,63.49,120,1,11.85,1,1
Horror,16.55,5.62,75.99,81,4,19.66,1,1
Horror,69.0,4.76,21.82,159,10,2.93,0,0
Sci-Fi,2.95,5.41,44.33,140,7,10.36,0,0
Comedy,49.07,6.7,56.85,134,4,13.55,0,1
Romance,51.74,5.58,58.22,91,2,16.32,1,1
Thriller,15.59,6.77,31.62,99,4,9.68,0,0
Fantasy,47.57,7.0,38.9,125,9,8.58,0,0
Sci-Fi,73.03,7.59,43.8,113,10,9.65,0,1
Drama,33.3,7.78,22.37,97,11,12.35,0,0
Horror,58.69,9.3,57.75,82,10,12.96,1,1
Comedy,65.23,3.32,60.28,151,10,9.89,0,0
Comedy,17.98,5.26,88.06,139,4,16.31,1,1
Comedy,51.24,6.42,60.51,118,4,23.33,0,1
Fantasy,43.67,4.61,63.07,123,3,2.52,1,0
Romance,49.55,4.09,41.72,149,8,9.88,1,0
Comedy,1.88,8.06,27.63,159,12,15.77,1,0
Thriller,7.78,7.74,45.78,164,9,7.45,1,0
Thriller,86.6,6.52,47.78,91,4,15.02,1,1
Fantasy,72.69,6.08,45.79,131,9,9.31,1,1
Comedy,56.6,7.88,68.83,118,8,3.97,1,1
Action,77.05,8.0,27.79,170,12,10.42,1,1
Drama,10.22,4.53,67.93,159,1,10.19,1,0
Drama,43.19,6.03,54.15,142,2,10.14,0,0
Romance,40.37,6.58,41.52,117,3,4.45,0,0
Fantasy,26.89,5.26,21.95,172,1,14.21,1,0
Comedy,15.99,3.98,46.47,100,2,3.87,1,0
Thriller,89.49,2.76,100.0,174,3,14.09,0,1
Fantasy,31.12,6.98,18.06,121,12,6.31,0,0
Horror,63.52,4.7,48.49,171,4,7.81,0,0
Comedy,59.97,6.11,36.8,123,4,7.96,1,0
Fantasy,81.36,6.28,46.93,113,1,10.29,0,1
Action,72.03,6.87,40.12,156,2,8.09,0,0
Sci-Fi,40.77,5.8,43.17,154,1,6.12,1,0
Fantasy,12.05,6.14,45.12,144,8,7.78,1,0
Action,76.77,3.86,59.21,161,8,10.87,1,0
Romance,86.66,4.44,54.38,121,1,14.02,1,1
Action,123.89,6.99,46.92,148,9,8.77,1,1
Romance,79.34,4.97,30.15,139,9,8.83,0,0
Action,30.84,4.93,35.63,81,1,7.51,0,0
Fantasy,34.73,9.21,87.53,162,7,7.7,1,1
Drama,1.0,6.87,53.41,155,1,7.12,1,0
Drama,25.65,6.19,26.5,156,12,6.63,1,0
Thriller,11.93,6.51,69.68,140,5,5.54,1,0
Drama,67.64,6.78,58.16,138,2,8.04,1,1
Thriller,78.73,7.9,0.0,100,7,6.38,1,0
Fantasy,117.74,8.25,87.32,83,4,14.09,0,1
Action,142.62,8.87,50.92,176,7,8.5,0,1
Comedy,57.46,5.3,40.73,175,1,3.06,1,0
Fantasy,32.52,6.71,64.72,108,5,18.98,0,1
Horror,38.27,6.92,0.0,117,2,14.5,0,0
Comedy,29.23,10.0,71.46,98,12,10.86,1,1
Sci-Fi,120.31,7.96,62.18,169,5,12.06,1,1
Action,1.0,7.6,68.36,117,11,6.23,1,1
Thriller,98.61,5.23,53.68,148,5,12.56,0,1
Action,22.0,3.99,39.5,97,4,2.75,0,0
Thriller,38.26,7.82,47.72,178,6,12.83,0,1
Action,1.0,8.64,54.02,121,3,9.79,0,1
Action,81.65,6.97,19.37,84,10,10.58,0,0
Comedy,73.79,3.74,82.52,102,7,5.82,1,1
Comedy,17.2,7.0,46.25,130,5,8.4,1,0
Action,83.23,7.46,50.16,117,10,8.28,1,1
Comedy,77.45,3.79,25.99,97,3,4.77,1,0
Drama,34.09,8.16,60.29,161,7,6.24,1,1
Thriller,1.0,6.34,46.38,89,10,8.67,1,0
Comedy,43.43,8.95,46.74,156,11,11.26,1,1
Drama,81.25,2.7,52.34,153,9,5.84,1,0
Horror,22.55,4.71,33.84,80,2,14.93,1,0
Drama,82.44,6.76,33.26,116,8,6.57,0,0
Action,24.18,10.0,27.74,91,7,11.16,0,0
Fantasy,47.28,8.47,35.24,96,6,5.43,0,0
Comedy,27.9,3.75,64.2,112,7,6.64,1,0
Thriller,54.69,3.89,10.55,151,7,4.91,0,0
Romance,74.64,6.97,33.02,160,8,5.77,1,0
Fantasy,98.92,4.87,43.27,140,5,18.46,1,1
Comedy,56.25,2.7,72.62,151,5,11.32,0,0
Comedy,3.24,5.69,62.63,122,9,10.93,0,0
Drama,68.96,7.03,53.97,170,8,6.57,0,1
Action,41.07,5.25,32.83,90,11,16.08,1,0
Action,40.42,6.03,76.73,147,8,13.13,1,1
Action,53.17,5.92,78.78,113,6,10.59,0,1
Fantasy,66.78,6.05,64.86,121,12,17.06,0,1
Horror,37.59,5.66,60.76,159,9,7.32,1,0
Thriller,67.43,3.7,29.8,106,5,9.28,1,0
Thriller,62.14,6.91,35.32,162,6,21.04,0,1
Sci-Fi,67.45,4.15,84.8,109,6,8.52,0,1
Thriller,76.4,5.3,34.01,125,8,14.11,1,0
Sci-Fi,1.0,5.77,49.7,97,6,16.12,0,0
Horror,38.22,3.68,52.94,107,3,13.76,1,0
Romance,45.42,6.41,49.24,156,10,5.17,0,0
Fantasy,42.53,4.4,49.4,88,10,7.77,0,0
Drama,24.02,4.61,95.88,82,10,7.22,1,1
Drama,30.43,5.22,29.25,144,11,13.71,1,0
Fantasy,65.64,10.0,36.47,118,9,10.79,0,1
Comedy,63.82,6.56,97.63,176,2,9.86,1,1
Comedy,50.98,9.22,56.37,145,4,1.12,1,1
Horror,19.88,4.37,34.85,174,11,6.06,1,0
Sci-Fi,75.79,7.34,45.21,174,1,2.2,0,0
Sci-Fi,73.62,4.72,62.11,134,4,4.13,1,0
Horror,83.37,6.24,34.64,126,10,8.37,0,0
Romance,26.55,3.88,35.21,153,2,4.07,1,0
Thriller,158.81,6.59,2.41,109,6,14.37,0,0
Action,56.6,7.09,66.57,122,11,4.67,1,1
Romance,27.28,6.9,48.28,133,5,12.13,1,0
Comedy,121.37,6.31,40.55,118,2,13.8,0,1
Sci-Fi,72.43,5.05,31.2,140,8,9.13,0,0
Fantasy,56.08,1.81,51.76,132,4,7.71,1,0
Action,59.71,2.43,44.25,90,10,7.22,0,0
Fantasy,88.47,4.35,75.91,131,10,2.02,1,1
Horror,57.57,6.54,69.0,103,10,19.53,1,1
Drama,1.0,4.0,54.28,82,11,11.7,0,0
Action,49.46,3.2,74.63,97,6,5.69,0,0
Comedy,76.99,7.96,92.41,133,6,6.65,0,1
Drama,48.57,4.06,55.02,123,12,7.11,0,0
Sci-Fi,20.45,4.94,88.9,149,11,0.44,1,0
Fantasy,48.91,6.59,45.39,180,5,9.64,1,1
Thriller,75.93,4.26,38.13,136,4,17.26,0,0
Sci-Fi,88.28,5.07,34.89,99,11,13.75,0,0
Drama,16.72,6.03,56.4,106,2,14.1,1,0
Sci-Fi,14.68,6.46,47.01,147,11,13.49,1,0
Comedy,48.23,8.31,68.04,111,9,3.58,0,1
Action,29.21,2.89,52.58,176,9,13.02,0,0
Action,32.65,1.53,54.51,80,6,10.28,1,0
Action,41.94,6.27,47.42,115,1,9.99,1,0
Action,72.98,8.28,57.7,137,12,9.5,0,1
Horror,24.68,5.48,55.97,93,10,9.8,0,0
Sci-Fi,15.01,5.52,54.58,82,3,10.33,0,0
Thriller,27.83,4.88,40.16,98,9,4.74,1,0
Action,4.61,7.41,75.59,128,11,4.77,1,1
Sci-Fi,51.58,5.12,62.66,168,11,1.09,0,0
Drama,53.27,5.11,56.23,173,5,13.3,0,1
Thriller,80.3,5.87,59.34,155,2,10.22,1,1
Fantasy,18.24,3.71,38.9,111,10,6.16,0,0
Action,53.68,6.4,55.15,143,6,1.21,0,0
Drama,60.05,1.87,14.75,109,3,4.57,1,0
Fantasy,3.56,7.21,48.65,128,11,8.46,1,0
Romance,56.57,6.69,50.89,161,4,6.89,1,1
Horror,57.69,6.97,59.75,157,6,16.61,0,1
Thriller,46.16,4.22,66.81,143,1,7.48,0,0
Action,11.56,7.73,65.1,80,10,13.79,0,1
Horror,47.72,5.99,43.92,139,10,12.59,0,0
Drama,1.0,7.74,66.2,107,2,7.27,0,0
Comedy,59.76,6.12,44.93,152,6,16.35,1,1
Horror,72.25,6.7,56.46,170,8,5.5,1,1
Thriller,43.43,5.14,52.08,152,6,9.96,0,0
Comedy,88.38,3.2,63.45,157,8,17.96,1,1
Thriller,29.09,4.99,68.68,132,5,9.72,1,0
Sci-Fi,28.16,6.48,42.75,115,2,6.8,0,0
Thriller,41.64,5.36,34.05,104,12,6.81,1,0
Comedy,117.91,4.19,77.31,89,3,10.39,0,1
Drama,41.47,5.43,51.98,172,2,3.29,0,0
Romance,114.3,4.8,44.11,161,4,9.02,1,1
Romance,48.85,6.01,40.01,140,6,12.43,1,0
Horror,25.78,8.71,57.46,124,4,13.53,1,1
Sci-Fi,108.59,9.37,39.68,111,12,19.5,1,1
Action,55.54,5.1,56.75,179,12,9.79,0,0
Drama,41.18,6.03,60.85,138,12,5.08,0,0
Thriller,75.83,1.48,56.99,137,7,7.02,1,0
Romance,87.42,5.8,58.08,124,5,14.16,0,1
Fantasy,32.56,4.15,37.3,153,5,12.17,1,0
Comedy,77.05,6.11,28.19,142,12,9.76,0,0
Drama,43.2,2.32,44.99,161,3,12.31,0,0
Drama,20.57,4.8,63.39,174,12,6.99,1,0
Thriller,28.78,2.58,63.88,108,3,12.05,1,0
Horror,14.84,4.94,36.15,153,6,3.76,1,0
Thriller,52.61,10.0,67.61,130,12,13.75,0,1
Drama,52.72,3.56,35.28,134,7,6.06,1,0
Thriller,84.27,3.38,30.19,126,8,5.38,0,0
Comedy,76.05,5.31,32.53,147,9,14.35,1,0
Comedy,37.88,3.71,79.25,103,9,5.36,1,0
Thriller,44.21,7.79,46.52,112,1,8.1,0,0
Sci-Fi,30.53,3.67,62.58,151,5,14.21,1,0
Sci-Fi,53.29,2.6,54.69,151,7,10.36,0,0
Romance,43.38,6.56,60.74,175,2,13.15,0,1
Comedy,51.49,8.01,34.78,171,11,6.89,0,0
Thriller,93.87,5.84,10.51,130,1,1.66,1,0
Comedy,95.41,4.13,45.81,96,5,9.38,0,0
Romance,31.27,6.37,44.49,135,8,4.58,1,0
Fantasy,73.3,6.65,72.59,128,1,14.51,1,1
Sci-Fi,69.6,7.92,39.89,180,11,10.55,0,1
Comedy,33.52,6.61,85.46,144,3,11.58,0,1
Thriller,92.36,1.56,33.01,87,10,7.38,0,0
Comedy,5.64,5.37,44.08,141,10,8.02,0,0
Horror,82.27,4.47,45.88,130,11,9.59,1,0
Drama,46.49,5.01,34.68,166,5,4.88,0,0
Romance,17.86,0.19,38.19,112,3,14.14,0,0
Romance,44.48,4.49,31.74,81,4,5.42,0,0
Fantasy,106.34,2.97,71.97,115,7,12.72,0,1
Fantasy,125.33,6.77,52.99,136,4,13.21,1,1
Action,26.64,5.42,15.43,130,2,0.0,1,0
Fantasy,48.83,6.27,32.46,139,1,6.21,0,0
Comedy,44.42,7.36,70.58,165,3,3.05,1,1
Fantasy,49.43,4.55,33.23,148,1,10.97,1,0
Romance,98.75,5.93,31.6,108,3,6.67,0,0
Action,38.27,6.93,37.98,155,4,6.54,0,0
Comedy,26.54,9.35,41.92,93,11,0.0,1,0
Thriller,36.66,9.35,51.45,91,11,13.93,0,1
Sci-Fi,44.38,6.99,51.41,96,4,8.81,1,0
Drama,73.1,4.39,61.51,127,3,4.63,0,0
Thriller,53.77,10.0,38.39,94,4,14.32,1,1
Romance,69.96,8.28,58.65,160,3,6.7,0,1
Thriller,81.76,8.04,7.27,133,11,7.16,1,0
Action,41.56,8.58,49.75,130,8,12.71,1,1
Action,47.9,5.08,34.6,106,4,11.93,0,0
Thriller,64.73,3.4,12.2,96,1,13.86,0,0
Action,31.51,5.83,44.31,127,6,10.65,0,0
Drama,51.33,6.87,57.7,114,9,10.76,1,1
Drama,81.76,5.8,39.03,169,3,10.91,1,1
Horror,53.66,4.4,68.4,109,2,13.14,1,1
Romance,88.26,10.0,77.51,149,4,10.73,0,1
Drama,22.67,7.98,40.49,176,4,13.89,0,1
Romance,60.14,5.33,26.68,174,9,10.99,1,0
Drama,67.34,10.0,50.93,108,6,1.16,1,1
Fantasy,59.5,2.56,37.52,132,2,15.05,1,0
Thriller,41.36,3.91,60.14,99,10,12.24,1,0
Thriller,6.23,7.91,86.53,112,1,16.35,0,1
Fantasy,83.55,7.54,40.86,88,9,12.08,0,1
Romance,7.67,3.15,30.45,102,7,15.24,0,0
Thriller,9.92,6.98,59.84,117,10,7.08,1,0
Thriller,67.44,4.6,52.18,128,6,0.49,0,0
Comedy,38.92,3.67,23.47,102,2,14.89,0,0
Thriller,54.31,8.1,17.54,131,6,7.96,1,0
Fantasy,11.51,4.59,36.14,93,6,1.57,1,0
Romance,58.75,6.67,46.15,148,12,2.71,0,0
Horror,75.09,2.96,52.0,101,10,7.18,1,0
Thriller,3.16,1.1,55.13,146,12,10.11,0,0
Horror,57.57,0.42,24.17,160,6,2.48,1,0
Romance,77.07,7.37,44.59,134,11,17.8,0,1
Action,9.98,4.31,45.64,169,5,14.13,0,0
Comedy,54.34,4.71,45.97,129,8,8.88,1,0
Fantasy,51.54,4.77,73.94,81,10,14.77,1,1
Thriller,60.7,4.4,61.34,140,1,2.39,1,0
Thriller,41.82,5.96,45.94,80,5,11.76,1,0
Fantasy,6.3,8.4,49.71,128,4,9.84,0,0
Sci-Fi,38.08,2.98,40.41,102,5,15.27,1,0
Horror,33.33,4.59,28.53,164,2,4.44,0,0
Thriller,47.96,8.22,50.21,156,11,8.38,1,1
Horror,86.15,3.49,45.83,147,6,14.4,0,0
Comedy,5.41,4.66,74.49,127,9,6.22,0,0
Romance,78.82,6.02,73.7,171,7,9.11,0,1
Thriller,103.05,4.68,36.52,92,7,10.21,0,0
Sci-Fi,101.21,2.65,36.88,151,4,17.76,1,0
Drama,103.72,3.98,40.56,94,12,2.06,0,0
Horror,55.78,5.83,41.23,113,9,17.68,0,0
Comedy,52.17,5.46,60.45,172,2,15.23,0,1
Romance,1.0,5.97,78.43,152,3,7.62,0,0
Action,43.48,7.3,76.74,94,1,6.46,1,1
Romance,83.98,9.83,69.5,142,5,0.0,1,1
Thriller,7.37,7.04,61.28,87,8,19.27,1,1
Romance,24.2,8.91,74.81,175,8,11.01,1,1
Horror,53.29,5.38,79.44,170,10,8.86,0,1
Drama,1.0,4.19,24.2,84,12,14.13,0,0
Comedy,104.7,6.96,24.45,111,2,10.49,0,0
Action,67.51,4.59,54.4,146,12,3.04,0,0
Fantasy,60.3,6.79,47.05,108,7,5.85,1,0
Drama,74.27,7.69,37.9,148,8,5.48,1,1
Thriller,39.84,5.26,36.46,138,4,17.89,0,0
Comedy,58.4,5.56,54.01,164,10,9.92,1,1
Action,20.69,5.44,47.23,167,7,15.51,0,0
Action,1.0,4.9,40.76,165,6,2.01,0,0
Fantasy,49.03,4.15,46.21,150,9,17.39,0,0
Drama,97.46,5.34,14.71,174,9,15.0,0,0
Horror,100.24,5.89,48.89,175,10,9.59,1,1
Thriller,44.34,1.61,54.38,179,8,8.91,1,0
Action,41.7,5.63,43.78,99,12,6.8,1,0
Fantasy,3.34,5.71,32.13,145,10,11.47,0,0
Fantasy,81.87,2.21,29.66,100,6,14.25,1,0
Fantasy,62.69,7.47,54.57,136,7,19.69,0,1
Horror,44.33,7.97,47.18,154,4,7.25,0,1
Sci-Fi,1.0,7.57,40.82,176,9,6.4,1,0
Comedy,1.0,3.36,35.46,91,9,7.01,1,0
Comedy,53.88,9.68,54.36,121,8,17.43,0,1
Horror,3.72,5.07,24.99,85,10,5.76,1,0
Action,66.14,5.47,94.12,114,5,7.08,1,1
Fantasy,67.61,4.77,52.61,161,6,0.0,0,0
Drama,10.56,4.95,52.19,114,6,11.7,1,0
Fantasy,51.45,8.28,34.88,168,2,7.27,0,0
Fantasy,21.83,6.67,86.27,128,10,10.22,1,1
Action,78.24,5.46,30.21,147,1,11.33,0,0
Romance,148.72,6.15,36.63,104,6,10.73,0,1
Drama,46.43,0.57,42.12,172,8,11.16,1,0
Comedy,94.33,5.47,73.29,146,4,18.02,1,1
Comedy,80.83,3.68,67.69,177,5,5.91,0,0
Comedy,47.67,4.17,57.98,152,11,6.11,1,0
Sci-Fi,65.96,7.11,49.34,143,6,5.72,0,1
Drama,12.03,6.79,37.07,180,4,15.13,0,0
Drama,54.13,4.26,39.31,170,1,9.72,0,0
Fantasy,41.0,7.14,63.04,174,12,0.05,0,0
Romance,90.79,6.27,65.12,178,2,12.67,0,1
Sci-Fi,31.2,7.12,48.08,148,6,9.38,0,0
Sci-Fi,18.37,5.6,64.61,131,9,1.45,1,0
Horror,19.53,3.59,74.43,113,11,8.54,0,0
Fantasy,75.67,4.09,27.09,95,2,5.32,0,0
Drama,44.48,5.6,74.58,127,6,11.76,1,1
Thriller,1.0,4.9,52.42,159,5,6.28,0,0
Thriller,80.44,5.23,46.51,106,11,16.89,1,1
Drama,4.68,7.34,59.27,132,8,17.88,0,1
Thriller,33.55,1.07,91.27,138,1,6.75,0,0
Comedy,43.68,6.94,55.56,97,4,14.31,1,1
Action,17.13,7.88,37.58,150,11,9.35,1,0
Fantasy,1.0,5.56,58.1,149,3,15.94,1,0
Thriller,74.4,6.49,25.76,137,12,3.61,0,0
Fantasy,69.56,7.36,54.82,175,1,7.12,0,1
Thriller,51.61,5.84,47.63,149,9,9.23,1,0
Fantasy,60.96,6.19,32.97,150,5,21.09,0,1
Action,1.0,4.93,60.46,135,3,9.1,1,0
Action,65.66,3.44,49.27,157,11,8.8,1,0
Fantasy,62.41,2.7,34.14,119,7,10.4,1,0
Sci-Fi,63.27,7.73,39.73,175,4,11.72,1,1
Comedy,63.16,4.64,68.13,146,6,15.3,0,1
Action,79.83,4.87,55.26,132,3,8.19,1,0
Horror,46.52,2.98,29.94,83,5,9.46,1,0
Action,51.89,6.0,52.16,81,3,13.99,0,0
Fantasy,9.95,7.78,17.73,87,9,10.67,1,0
Fantasy,70.57,2.97,43.08,114,1,6.9,0,0
Action,29.94,6.57,21.9,129,9,6.11,1,0
Fantasy,32.1,6.18,73.28,136,11,9.13,0,1
Drama,37.73,3.81,36.26,80,10,18.35,1,0
Action,17.83,5.21,39.17,82,10,16.71,0,0
Drama,46.8,5.28,82.6,151,9,8.7,1,1
Action,74.73,5.46,52.35,157,8,0.0,1,0
Thriller,16.65,8.02,63.02,154,8,7.42,0,1
Drama,49.5,8.1,49.62,162,2,4.62,1,1
Horror,69.99,5.48,23.81,147,9,14.86,0,0
Comedy,1.0,7.05,19.33,114,5,10.74,0,0
Horror,105.63,4.57,68.86,106,4,6.1,1,1
Action,36.14,3.15,25.09,85,1,19.41,1,0
Drama,21.95,5.43,14.56,91,3,3.04,1,0
Horror,52.45,6.05,22.45,149,1,10.25,1,0
Drama,29.75,6.55,39.63,102,12,3.18,0,0
Romance,47.88,4.96,54.94,122,6,1.78,1,0
Romance,27.53,8.59,46.86,104,7,7.42,0,0
Fantasy,83.81,6.31,53.15,140,7,17.13,0,1
Romance,130.51,6.22,35.13,113,12,12.24,1,1
Drama,71.69,4.01,36.08,113,7,15.49,1,0
Fantasy,55.99,7.68,79.8,171,12,7.05,0,1
Horror,33.44,4.76,53.74,100,7,13.51,0,0
Comedy,81.84,8.73,47.77,153,4,13.88,1,1
Horror,26.95,4.74,59.76,112,12,13.43,1,0
Drama,59.56,7.07,32.81,82,4,17.41,1,1
Drama,34.4,10.0,32.33,107,2,12.35,1,1
Horror,12.31,8.62,51.99,120,3,9.27,1,1
Romance,43.61,7.95,69.49,100,3,7.54,0,1
Action,20.44,7.83,14.86,83,10,10.81,0,0
Sci-Fi,94.27,4.27,44.93,127,1,13.35,1,0
Thriller,27.38,6.05,42.7,108,4,7.75,0,0
Comedy,46.09,6.3,57.43,157,9,8.53,0,0
Sci-Fi,30.51,8.03,65.98,106,5,12.65,0,1
Drama,12.94,8.91,68.11,82,9,11.37,1,1
Thriller,70.53,6.9,11.55,112,1,11.39,0,0
Romance,47.16,6.47,77.24,179,11,10.54,0,1
Action,120.3,4.75,31.46,103,4,12.42,0,0
Horror,81.42,5.75,17.33,129,3,10.2,1,0
Horror,52.1,8.46,45.69,139,2,15.75,1,1
Comedy,61.01,5.62,31.24,159,3,7.86,0,0
Drama,47.3,3.64,53.98,127,10,7.41,1,0
Fantasy,19.18,6.76,55.48,87,8,6.01,0,0
Thriller,6.89,6.28,44.51,94,1,10.15,1,0
Fantasy,18.33,6.9,60.09,85,8,8.79,1,0
Sci-Fi,90.12,5.2,49.2,159,5,4.03,1,0
Fantasy,57.71,4.16,43.4,158,1,8.2,1,0
Romance,66.12,5.99,63.6,107,7,6.71,0,1
Action,73.61,6.59,53.2,170,3,6.04,1,1
Drama,44.0,8.92,59.97,122,9,7.66,1,1
Drama,31.83,7.02,71.6,125,6,12.2,1,1
Romance,110.59,6.96,56.34,80,6,0.0,0,1
Romance,65.92,6.22,57.96,173,7,15.83,0,1
Comedy,1.0,4.32,89.32,176,9,4.47,0,0
Fantasy,1.0,5.46,100.0,179,3,4.22,1,1
Comedy,72.5,5.72,53.18,123,10,5.45,0,0
Fantasy,23.5,8.82,35.72,161,12,6.31,1,0
Horror,46.09,3.61,36.13,178,2,10.75,0,0
Sci-Fi,1.0,6.35,31.32,94,3,7.38,0,0
Drama,36.11,4.14,66.1,82,5,10.8,0,0
Sci-Fi,77.37,7.36,29.57,109,4,1.41,1,0
Horror,33.94,4.74,80.83,109,2,11.34,1,1
Action,14.89,7.69,34.25,100,2,10.13,1,0
Thriller,42.67,7.81,43.92,154,2,10.53,1,1
Action,51.04,5.51,52.75,164,8,5.22,1,0
Fantasy,39.43,5.68,60.73,165,5,9.73,0,0
Comedy,2.65,5.68,63.2,119,3,5.73,1,0
Comedy,61.8,5.29,59.88,106,8,3.3,0,0
Action,32.78,4.5,23.4,144,11,6.32,0,0
Drama,55.23,7.23,67.9,115,4,6.58,0,1
Comedy,20.71,9.03,73.11,140,11,10.74,1,1
Fantasy,87.38,7.26,47.87,168,8,0.0,0,1
Sci-Fi,71.38,7.23,48.38,131,11,4.23,1,1
Drama,39.21,6.14,69.47,84,8,6.56,1,1
Drama,59.13,6.48,57.66,175,1,17.67,0,1
Horror,99.07,5.24,65.07,168,6,15.96,1,1
Romance,85.25,7.72,39.49,92,8,13.83,0,1
Fantasy,95.28,6.28,27.74,175,7,6.47,1,0
Action,68.15,7.37,70.66,166,5,12.8,0,1
Action,33.74,9.35,66.55,96,2,10.27,0,1
Comedy,67.65,6.83,63.21,132,1,9.09,0,1
Horror,100.98,6.78,43.62,172,5,20.84,0,1
Fantasy,68.17,4.63,62.47,101,10,12.28,0,0
Sci-Fi,25.19,7.36,56.06,139,7,3.36,0,0
Action,51.99,4.79,74.89,144,10,14.44,1,1
Action,72.81,7.11,45.46,101,1,8.71,0,1
Drama,55.16,7.59,37.04,81,12,17.06,0,1
Fantasy,72.9,7.84,50.68,131,5,7.67,0,1
